name,code,sector,marketCapital,closePrice,peRatio,price
TTK Healthcare Ltd,TTKHLTCARE,Pharmaceuticals,964.1126206,682.3,20.75145546,0
Torrent Pharmaceuticals Ltd,TORNTPHARM,Pharmaceuticals,48404.46683,2860.4,38.66542067,0
Unichem Laboratories Ltd,UNICHEMLAB,Pharmaceuticals,1688.681914,239.85,49.18968581,0
Venus Remedies Ltd,VENUSREM,Pharmaceuticals,668.4162349,500.05,10.82280173,0
Vaishali Pharma Ltd,VAISHALI,Pharmaceuticals,36.22624166,34.35,34.83292467,0
Wanbury Ltd,WANBURY,Pharmaceuticals,211.8357545,64.85,-16.81236147,0
Wockhardt Ltd,WOCKPHARMA,Pharmaceuticals,4731.267901,426.95,6.896288809,0
Zota Health Care Ltd,ZOTA,Pharmaceuticals,925.6484303,367.9,-4407.849668,0
Medicamen Biotech Ltd,MEDICAMEQ,Pharmaceuticals,662.200803,563.95,54.59198706,0
Aarey Drugs and Pharmaceuticals Ltd,AAREYDRUGS,Pharmaceuticals,76.93561036,32.9,11.79994024,0
Novartis India Ltd,NOVARTIND,Pharmaceuticals,1839.217469,744.9,88.00083581,0
Gland Pharma Ltd,GLAND,Pharmaceuticals,60794.97905,3700.2,60.97974768,0
Nureca Ltd,NURECA,Pharmaceuticals,1730.030275,1730,37.30121335,0
Jubilant Ingrevia Ltd,JUBLINGREA,Pharmaceuticals,10639.80447,669.3,195.7285591,0
Glenmark Life Sciences Ltd,GLS,Pharmaceuticals,7748.618357,632.4,22.04004425,0
Windlas Biotech Ltd,WINDLAS,Pharmaceuticals,672.138525,308.4,42.48663243,0
Ami Organics Ltd,AMIORG,Pharmaceuticals,3735.527596,1025.2,69.16362889,0
Bartronics India Ltd,BARTRONICS,Payment Infrastructure,11.40636844,3.35,-0.231695479,0
SBI Cards and Payment Services Ltd,SBICARD,Payment Infrastructure,99455.4035,1055.1,101.0191804,0
Andhra Paper Ltd,ANDHRAPAP,Paper Products,912.9212452,229.55,-198.8935175,0
Astron Paper & Board Mill Ltd,ASTRON,Paper Products,233.895,50.3,22.77458617,0
Ballarpur Industries Ltd,BALLARPUR,Paper Products,142.2801332,1.1,-0.110579268,0
Balkrishna Paper Mills Ltd,BALKRISHNA,Paper Products,25.34603184,23.6,-0.980504133,0
Emami Paper Mills Ltd,EMAMIPAP,Paper Products,915.3506265,151.3,17.92696096,0
Genus Paper & Boards Ltd,GENUSPAPER,Paper Products,271.2678667,10.55,35.27540529,0
JK Paper Ltd,JKPAPER,Paper Products,3822.563892,225.65,15.93066844,0
Kuantum Papers Ltd,KUANTUM,Paper Products,747.8493091,85.7,-58.70088768,0
Malu Paper Mills Ltd,MALUPAPER,Paper Products,58.25733875,34.15,-10.0965925,0
Magnum Ventures Ltd,MAGNUM,Paper Products,28.012,7.45,21.06165414,0
N R Agarwal Industries Ltd,NRAIL,Paper Products,501.042304,294.4,8.754889114,0
Orient Paper and Industries Ltd,ORIENTPPR,Paper Products,650.3485636,30.65,-13.97697321,0
Pudumjee Paper Products Ltd,PDMJEPAPER,Paper Products,388.82025,40.95,12.94772727,0
Shree Rama Newsprint Ltd,RAMANEWS,Paper Products,277.3414202,18.8,-3.603240485,0
Satia Industries Ltd,SATIA,Paper Products,905.5,90.55,18.27447023,0
Ruchira Papers Ltd,RUCHIRA,Paper Products,192.9231008,79.55,38.73957848,0
Shrenik Ltd,SHRENIK,Paper Products,107.1,1.75,-71.4,0
Seshasayee Paper and Boards Ltd,SESHAPAPER,Paper Products,1102.115747,174.75,10.36115208,0
Shreyans Industries Ltd,SHREYANIND,Paper Products,164.9268815,119.3,18.78438286,0
Star Paper Mills Ltd,STARPAPER,Paper Products,218.9003603,141.15,12.4943128,0
Sundaram Multi Pap Ltd,SUNDARAM,Paper Products,85.29799914,1.8,-9.649094925,0
Tamilnadu Newsprint & Papers Ltd,TNPL,Paper Products,908.389125,131.25,-13.94946445,0
West Coast Paper Mills Ltd,WSTCSTPAPR,Paper Products,1649.571477,249.75,-532.1198314,0
Asian Paints Ltd,ASIANPAINT,Paints,297291.7002,3100.1,94.70029855,0
Berger Paints India Ltd,BERGEPAINT,Paints,72021.52699,741.5,100.0646433,0
Kansai Nerolac Paints Ltd,KANSAINER,Paints,29373.81934,545.05,55.44950228,0
Sirca Paints India Ltd,SIRCA,Paints,993.820566,362.65,59.90479602,0
Indigo Paints Ltd,INDIGOPNTS,Paints,11370.6552,2390.35,160.5117899,0
AMD Industries Ltd,AMDIND,Packaging,65.74194907,34.3,21.13889038,0
A and M Jumbo Bags Ltd,AMJUMBO,Packaging,8.5575,8.15,213.9375,0
Antarctica Ltd,ANTGRAPHIC,Packaging,10.850672,0.7,542.5336,0
Arrow Greentech Ltd,ARROWGREEN,Packaging,164.6175555,116.85,25.64136379,0
B&B Triplewall Containers Ltd,BBTCL,Packaging,194.85678,95,12.27831002,0
BKM Industries Ltd,BKMINDST,Packaging,8.19175625,1.25,-0.280347579,0
Cosmo Films Ltd,COSMOFILMS,Packaging,2829.372953,1581.6,11.94332188,0
Emmbi Industries Ltd,EMMBI,Packaging,182.3864775,103.1,23.77920176,0
Flexituff Ventures International Ltd,FLEXITUFF,Packaging,38.69276333,15.55,-0.653152656,0
EPL Ltd,EPL,Packaging,6784.580071,214.8,28.37549172,0
Gujarat Raffia Industries Ltd,GUJRAFFIA,Packaging,18.8346825,34.85,15.96159534,0
Hitech Corporation Ltd,HITECHCORP,Packaging,354.0770555,206.15,20.8895018,0
Hindusthan National Glass And Industries Ltd,HINDNATGLS,Packaging,258.362035,28.85,-0.849483906,0
Jumbo Bag Ltd,JUMBO,Packaging,3.6425595,16,11.75019194,0
Jindal Poly Films Ltd,JINDALPOLY,Packaging,4140.443213,945.6,5.235235704,0
Max Ventures and Industries Ltd,MAXVIL,Packaging,1898.300753,129.3,247.4968387,0
Orient Press Ltd,ORIENTLTD,Packaging,67.25,67.25,-19.26934097,0
Huhtamaki India Ltd,HUHTAMAKI,Packaging,1791.66825,237.15,18.66515522,0
Radha Madhav Corp Ltd,RMCL,Packaging,18.259155,2,-0.295838545,0
Rollatainers Ltd,ROLLT,Packaging,70.0364,2.8,-15.56364444,0
SMVD Poly Pack Ltd,SMVD,Packaging,8.341872,16.8,17.3789,0
TCPL Packaging Ltd,TCPLPACK,Packaging,462.371,508.1,13.81449059,0
Uflex Ltd,UFLEX,Packaging,4083.198476,565.45,4.844168981,0
Worth Peripherals Ltd,WORTH,Packaging,145.302975,92.25,8.103902677,0
Kanpur Plastipack Ltd,KANPRPLA,Packaging,357.4215207,166.5,11.83906991,0
DK Enterprises Global Ltd,DKEGL,Packaging,25.18934,33.55,10.28136327,0
ADF Foods Ltd,ADFFOODS,Packaged Foods & Meats,1689.917484,844,33.75784026,0
Apex Frozen Foods Ltd,APEX,Packaged Foods & Meats,822.34375,263.15,18.57144874,0
Avanti Feeds Ltd,AVANTIFEED,Packaged Foods & Meats,7586.156678,556.8,21.06856078,0
Agro Tech Foods Ltd,ATFL,Packaged Foods & Meats,2346.633372,985.6,75.09226791,0
Baba Agro Food Ltd,BABAFOOD,Packaged Foods & Meats,92.630797,70,4.685422205,0
RPSG Ventures Ltd,RPSGVENT,Packaged Foods & Meats,2028.918131,765.3,-21.20303199,0
Prataap Snacks Ltd,DIAMONDYD,Packaged Foods & Meats,1599.14526,681.85,113.0137993,0
LT Foods Ltd,DAAWAT,Packaged Foods & Meats,2222.921221,69.5,8.111666987,0
DFM Foods Ltd,DFMFOODS,Packaged Foods & Meats,1670.143606,332.2,58.19315699,0
Gokul Refoils and Solvent Ltd,GOKUL,Packaged Foods & Meats,289.560375,29.25,14.14559722,0
Gokul Agro Resources Ltd,GOKULAGRO,Packaged Foods & Meats,727.400925,55.15,16.27659264,0
Kohinoor Foods Ltd,KOHINOOR,Packaged Foods & Meats,27.4329322,7.4,1.1321887,0
KRBL Ltd,KRBL,Packaged Foods & Meats,6659.180045,282.9,11.91458382,0
N K Industries Ltd,NKIND,Packaged Foods & Meats,20.553858,34.2,-9.094627434,0
Raj Oil Mills Ltd,ROML,Packaged Foods & Meats,121.1085667,80.8,29.82969624,0
Ruchi Soya Industries Ltd,RUCHI,Packaged Foods & Meats,27455.52465,928.05,40.33069607,0
Sarveshwar Foods Ltd,SARVESHWAR,Packaged Foods & Meats,57.73292,23.5,11.03879924,0
Shanti Overseas India Ltd,SHANTI,Packaged Foods & Meats,24.65532,22.2,273.948,0
SKM Egg Products Export India Ltd,SKMEGGPROD,Packaged Foods & Meats,203.92585,77.45,12.50311772,0
Tasty Bite Eatables Ltd,TASTYBITE,Packaged Foods & Meats,4238.40333,16517.55,107.7377562,0
Venky's (India) Ltd,VENKEYS,Packaged Foods & Meats,3840.91216,2726.5,14.34514346,0
Waterbase Ltd,WATERBASE,Packaged Foods & Meats,458.8015774,110.75,77.50026646,0
Nakoda Group of Industries Ltd,NGIL,Packaged Foods & Meats,66.807,107.9,55.21239669,0
Coastal Corporation Ltd,COASTCORP,Packaged Foods & Meats,306.161196,259.9,16.63015731,0
Chaman Lal Setia Exports Ltd,CLSEL,Packaged Foods & Meats,584.8477828,113.05,7.131420348,0
Walpar Nutritions Ltd,WALPAR,Packaged Foods & Meats,14.4864918,31.9,62.98474696,0
Aarvi Encon Ltd,AARVI,Outsourced services,83.08608,56.2,7.928061069,0
BLS International Services Ltd,BLS,Outsourced services,2210.938412,216.15,44.09530139,0
Eclerx Services Ltd,ECLERX,Outsourced services,7442.00965,2180.5,26.33780312,0
Firstsource Solutions Ltd,FSL,Outsourced services,13465.9129,197.65,37.23053693,0
HOV Services Ltd,HOVS,Outsourced services,65.1479301,51.75,25.2511357,0
Hinduja Global Solutions Ltd,HGS,Outsourced services,5593.057755,2678.55,16.64303325,0
Mindpool Technologies Ltd,MINDPOOL,Outsourced services,7.7758125,18.35,5.253927365,0
One Point One Solutions Ltd,ONEPOINT,Outsourced services,145.1828025,57.9,-10.41483519,0
Onward Technologies Ltd,ONWARDTEC,Outsourced services,389.726207,221,53.02397374,0
Reliable Data Services Ltd,RELIABLE,Outsourced services,39.732,38.5,24.08,0
Vakrangee Ltd,VAKRANGEE,Outsourced services,3898.612755,36.8,62.08970784,0
We Win Ltd,WEWIN,Outsourced services,36.223965,35.65,28.979172,0
Digicontent Ltd,DGCONTENT,Online Services,81.81161361,14.1,-1.876843625,0
IndiaMART InterMESH Ltd,INDIAMART,Online Services,21685.43965,7146.5,77.5144397,0
Indian Railway Catering and Tourism Corporation Ltd,IRCTC,Online Services,67656,845.7,356.271722,0
Just Dial Ltd,JUSTDIAL,Online Services,6665.864838,797.55,31.12562962,0
Matrimony.Com Ltd,MATRIMONY,Online Services,2173.737052,949.6,53.33015338,0
Info Edge (India) Ltd,NAUKRI,Online Services,78105.30288,6075.35,55.5087862,0
Spacenet Enterprises India Ltd,SPCENET,Online Services,33.21325854,2.1,-43.134102,0
Suvidhaa Infoserve Ltd,SUVIDHAA,Online Services,254.1171125,12.5,-60.21732524,0
Zomato Ltd,ZOMATO,Online Services,99866.94386,131.55,-122.8677951,0
Cartrade Tech Ltd,CARTRADE,Online Services,5571.376773,1197.5,61.0896576,0
Aegis Logistics Ltd,AEGISCHEM,Oil & Gas - Storage & Transportation,7465.77,212.7,33.41884512,0
Confidence Petroleum India Ltd,CONFIPET,Oil & Gas - Storage & Transportation,2543.32677,89.55,51.83058428,0
Great Eastern Shipping Company Ltd,GESHIP,Oil & Gas - Storage & Transportation,4731.585952,321.95,5.151315107,0
Sri Havisha Hospitality and Infrastructure Ltd,HAVISHA,Oil & Gas - Storage & Transportation,18.424296,1.2,-47.24178462,0
Petronet LNG Ltd,PETRONET,Oil & Gas - Storage & Transportation,34432.50202,229.55,11.71480354,0
Reliance Industrial Infrastructure Ltd,RIIL,Oil & Gas - Storage & Transportation,977.6495,647.45,101.5212357,0
Bharat Petroleum Corporation Ltd,BPCL,Oil & Gas - Refining & Marketing,90324.1078,417.7,5.587641172,0
Chennai Petroleum Corporation Ltd,CHENNPETRO,Oil & Gas - Refining & Marketing,1826.398321,122.65,7.099425954,0
Hindustan Petroleum Corp Ltd,HINDPETRO,Oil & Gas - Refining & Marketing,44031.74063,310.4,4.129437763,0
Indian Oil Corporation Ltd,IOC,Oil & Gas - Refining & Marketing,120454.1634,127.95,5.56673419,0
Mangalore Refinery and Petrochemicals Ltd,MRPL,Oil & Gas - Refining & Marketing,8614.022989,49.15,-15.17836021,0
Reliance Industries Ltd,RELIANCE,Oil & Gas - Refining & Marketing,1689233.052,2536.25,34.38432365,0
Reliance Industries Ltd. - Partly Paid Up,RELIANCEP1,Oil & Gas - Refining & Marketing,1689233.052,1902.45,,0
Hindustan Oil Exploration Company Ltd,HINDOILEXP,Oil & Gas - Exploration & Production,2229.621853,168.6,41.74540072,0
Oil India Ltd,OIL,Oil & Gas - Exploration & Production,24404.53889,225.05,6.917700035,0
Oil and Natural Gas Corporation Ltd,ONGC,Oil & Gas - Exploration & Production,187509.0616,149.05,11.53994947,0
Selan Exploration Technology Ltd,SELAN,Oil & Gas - Exploration & Production,219.792,144.6,35.22307692,0
Aakash Exploration Services Ltd,AAKASH,Oil & Gas - Equipment & Services,182.199375,179.95,44.00951087,0
Aban Offshore Ltd,ABAN,Oil & Gas - Equipment & Services,328.0131153,56.2,-0.166290558,0
Alphageo (India) Ltd,ALPHAGEO,Oil & Gas - Equipment & Services,235.4327313,369.9,36.55787754,0
Deep Energy Resources Ltd,DEEPENR,Oil & Gas - Equipment & Services,137.12,42.85,318.8837209,0
Global Offshore Services Ltd,GLOBOFFS,Oil & Gas - Equipment & Services,19.41210251,7.85,0.089001433,0
Jindal Drilling and Industries Ltd,JINDRILL,Oil & Gas - Equipment & Services,402.402629,138.85,-68.55240699,0
Oil Country Tubular Ltd,OILCOUNTUB,Oil & Gas - Equipment & Services,39.19623405,8.85,-0.770517673,0
Seamec Ltd,SEAMECLTD,Oil & Gas - Equipment & Services,2951.969625,1161.05,29.95099051,0
Deep Industries Ltd,DEEPINDS,Oil & Gas - Equipment & Services,430.72,134.6,6.64896573,0
B.A.G. Films and Media Ltd,BAGFILMS,Movies & TV Serials,57.3962461,2.9,-4.897290623,0
Balaji Telefilms Ltd,BALAJITELE,Movies & TV Serials,630.5483121,62.35,-5.305412807,0
Cinevista Ltd,CINEVISTA,Movies & TV Serials,83.8572535,14.6,-8.790068501,0
Creative Eye Ltd,CREATIVEYE,Movies & TV Serials,7.72242625,3.85,-28.6015787,0
Eros International Media Ltd,EROSMEDIA,Movies & TV Serials,178.3458619,18.6,-0.989381238,0
KSS Ltd,KSERASERA,Movies & TV Serials,32.03812605,0.15,-2.348836221,0
Mukta Arts Ltd,MUKTAARTS,Movies & TV Serials,104.908254,46.45,-8.529126341,0
Network18 Media & Investments Ltd,NETWORK18,Movies & TV Serials,8082.442567,77.2,250.3854575,0
NXTDigital Ltd,NXTDIGITAL,Movies & TV Serials,1291.138307,383.45,-44.29290934,0
Radaan Media Works India Ltd,RADAAN,Movies & TV Serials,7.3118079,1.35,-0.989419202,0
Pritish Nandy Communications Ltd,PNC,Movies & TV Serials,67.777895,46.85,-14.00369731,0
Saregama India Ltd,SAREGAMA,Movies & TV Serials,7064.983115,4062.2,62.77195126,0
Shemaroo Entertainment Ltd,SHEMAROO,Movies & TV Serials,377.4253885,138.85,-17.562838,0
Tips Industries Ltd,TIPSINDLTD,Movies & TV Serials,1964.168249,1514.55,45.19485156,0
UFO Moviez India Ltd,UFO,Movies & TV Serials,284.358534,100.3,-2.418220376,0
Bodhi Tree Multimedia Ltd,BTML,Movies & TV Serials,17.875,143,7.178714859,0
Moil Ltd,MOIL,Mining - Manganese,3704.688191,156.1,20.97191164,0
NMDC Ltd,NMDC,Mining - Iron Ore,41951.62274,143.15,6.683770734,0
Rajdarshan Industries Ltd,ARENTERP,Mining - Diversified,7.615335,24.5,10.72582394,0
Gujarat Mineral Development Corporation Ltd,GMDCLTD,Mining - Diversified,2335.71,73.45,-64.95300334,0
Hindustan Zinc Ltd,HINDZINC,Mining - Diversified,131555.3071,311.35,16.48562745,0
Orissa Minerals Development Company Ltd,ORISSAMINE,Mining - Diversified,1527.66,2546.1,-38.52862547,0
South West Pinnacle Exploration Ltd,SOUTHWEST,Mining - Diversified,379.751664,136.1,37.1940905,0
Hindustan Copper Ltd,HINDCOPPER,Mining - Copper,12276.36993,126.95,111.3806018,0
Coal India Ltd,COALINDIA,Mining - Coal,101346.0673,164.45,7.980074421,0
Gravita India Ltd,GRAVITA,Metals - Lead,1480.005931,218.75,28.20133253,0
Arcotech Ltd,ARCOTECH,Metals - Diversified,23.1,2.2,-0.871369295,0
Ashapura Minechem Ltd,ASHAPURMIN,Metals - Diversified,978.4438181,106.95,11.18477158,0
Manaksia Ltd,MANAKSIA,Metals - Diversified,416.1412175,63.5,6.978722413,0
Manaksia Coated Metals & Industries Ltd,MANAKCOAT,Metals - Diversified,117.6336198,17.95,20.07399654,0
Mishra Dhatu Nigam Ltd,MIDHANI,Metals - Diversified,3447.9927,184.05,20.71861976,0
NLC India Ltd,NLCINDIA,Metals - Diversified,8825.942016,63.65,6.720891568,0
Orient Abrasives Ltd,ORIENTABRA,Metals - Diversified,342.766308,28.65,30.12006221,0
Rajnandini Metal Ltd,RAJMET,Metals - Diversified,287.5392,156,56.82592885,0
Sagardeep Alloys Ltd,SAGARDEEP,Metals - Diversified,49.295886,28.9,379.1991231,0
Rohit Ferro-Tech Ltd,ROHITFERRO,Metals - Diversified,203.6592602,17.9,-2.935840568,0
Vedanta Ltd,VEDL,Metals - Diversified,112641.0512,304,9.708761524,0
Jainam Ferro Alloys I Ltd,JAINAM,Metals - Diversified,75.24855,71.25,24.19567524,0
Cubex Tubings Ltd,CUBEXTUB,Metals - Copper,33.14842713,23.15,24.55439046,0
Madhav Copper Ltd,MCL,Metals - Copper,91.878378,33.85,20.55444698,0
Goa Carbon Ltd,GOACARBON,Metals - Coke,334.7912374,365.85,-69.60316786,0
Rain Industries Ltd,RAIN,Metals - Coke,7655.2122,227.6,13.71483992,0
Century Extrusions Ltd,CENTEXT,Metals - Aluminium,64.4,8.05,29.5412844,0
Hindalco Industries Ltd,HINDALCO,Metals - Aluminium,103023.7479,459.8,29.57902609,0
Maan Aluminium Ltd,MAANALU,Metals - Aluminium,180.1702032,133.25,12.18189339,0
Manaksia Aluminium Co Ltd,MANAKALUCO,Metals - Aluminium,127.7913975,19.5,-40.31274369,0
MMP Industries Ltd,MMP,Metals - Aluminium,381.4202342,150.15,21.87042627,0
National Aluminium Co Ltd,NATIONALUM,Metals - Aluminium,17796.96202,96.9,13.69618674,0
Accuracy Shipping Ltd,ACCURACY,Logistics,257.90928,171.3,29.17525792,0
Allcargo Logistics Ltd,ALLCARGO,Logistics,6615.351984,269.25,38.26114508,0
AVG Logistics Ltd,AVG,Logistics,70.47499694,59.85,-40.04261189,0
Arshiya Ltd,ARSHIYA,Logistics,765.8456718,29.2,-2.079746013,0
Blue Dart Express Ltd,BLUEDART,Logistics,15790.22824,6654.7,155.0950618,0
Container Corporation of India Ltd,CONCOR,Logistics,39914.87274,655.1,79.01744613,0
DRS Dilip Roadlines Ltd,DRSDILIP,Logistics,105.436821,70,48.36551422,0
Future Supply Chain Solutions Ltd,FSC,Logistics,300.3832283,68.45,-1.62915299,0
Essar Shipping Ltd,ESSARSHPNG,Logistics,202.8365506,9.8,-0.326939525,0
Gati Ltd,GATI,Logistics,1702.505763,138.45,-7.47106268,0
GKW Ltd,GKWLIMITED,Logistics,378.3655975,634.15,13.87988252,0
Gateway Distriparks Ltd,GDL,Logistics,3477.928397,278.6,36.86589354,0
Globe International Carriers Ltd,GICL,Logistics,21.103425,21,23.19057692,0
Jalan Transolutions (India) Ltd,JALAN,Logistics,16.717803,11.5,-1.229250221,0
Jet Freight Logistics Ltd,JETFREIGHT,Logistics,54.00240363,46.55,12.10816225,0
Mahindra Logistics Ltd,MAHLOG,Logistics,4657.835086,648.15,155.2611695,0
Maheshwari Logistics Ltd,MAHESHWARI,Logistics,290.496518,98.15,31.26980818,0
Mercator Ltd,MERCATOR,Logistics,40.83201023,1.35,-0.122925039,0
Navkar Corporation Ltd,NAVKARCORP,Logistics,611.8604708,40.65,38.38522401,0
North Eastern Carrying Corporation Ltd,NECCLTD,Logistics,94.120005,18.75,65.36111458,0
Oricon Enterprises Ltd,ORICONENT,Logistics,411.4650133,26.2,-211.0076991,0
Patel Integrated Logistics Ltd,PATINTLOG,Logistics,107.6386393,16.3,2152.772785,0
shipping corporation of India Ltd,SCI,Logistics,5969.214313,128.15,8.575348465,0
Shreyas Shipping and Logistics Ltd,SHREYAS,Logistics,753.8021079,343.3,17.02737989,0
Snowman Logistics Ltd,SNOWMAN,Logistics,683.3898996,40.9,11389.83166,0
Sical Logistics Ltd,SICAL,Logistics,87.19519336,14.9,-0.075195496,0
TCI Express Ltd,TCIEXP,Logistics,7048.430891,1831.25,70.06392535,0
Transport Corporation of India Ltd,TCI,Logistics,4864.38084,629.4,33.05954085,0
Shree Vasu Logistics Ltd,SVLL,Logistics,78.7332,103,24.30037037,0
Total Transport Systems Ltd,TOTAL,Logistics,66.02219,46.15,-77.67316471,0
VRL Logistics Ltd,VRLLOG,Logistics,3304.930148,374.1,73.34509871,0
Bombay Metrics Supply Chain Ltd,BMETRICS,Logistics,19.471386,126.5,14.86365344,0
Destiny Logistics & Infra Ltd,DESTINY,Logistics,12.42581,16.15,42.84762069,0
Brooks Laboratories Ltd,BROOKS,Labs & Life Sciences Services,290.1345269,117.45,-14.98628755,0
Dishman Carbogen Amcis Ltd,DCAL,Labs & Life Sciences Services,3200.726884,204.15,-19.38307324,0
Divi's Laboratories Ltd,DIVISLAB,Labs & Life Sciences Services,136720.3007,5150.15,68.90137063,0
Syngene International Ltd,SYNGENE,Labs & Life Sciences Services,21488.7762,540.8,53.07181083,0
Vimta Labs Ltd,VIMTALABS,Labs & Life Sciences Services,773.2206548,349.75,36.1318063,0
Incredible Industries Ltd,INCREDIBLE,Iron & Steel,113.6359125,24.3,31.39113605,0
JSW Ispat Special Products Ltd,JSWISPL,Iron & Steel,1378.122012,29.35,6.544721529,0
Ankit Metal & Power Ltd,ANKITMETAL,Iron & Steel,62.7941725,4.45,-0.829513507,0
Bharat Forge Ltd,BHARATFORG,Iron & Steel,35717.6319,767.15,-282.5985593,0
Bedmutha Industries Ltd,BEDMUTHA,Iron & Steel,149.0591441,46.2,0.760622259,0
Bharat Wire Ropes Ltd,BHARATWIRE,Iron & Steel,363.9878723,57.75,-21.67884886,0
Electrotherm (India) Ltd,ELECTHERM,Iron & Steel,153.9331931,120.8,3.111647324,0
D P Wires Ltd,DPWIRES,Iron & Steel,314.03136,231.45,13.04116944,0
Gyscoal Alloys Ltd,GAL,Iron & Steel,35.612001,2.25,-0.478013436,0
Grand Foundry Ltd,GFSTEELS,Iron & Steel,10.80265,3.55,-77.16178571,0
Gallantt Ispat Ltd,GALLISPAT,Iron & Steel,1420.274422,50.3,11.50858457,0
Ganga Forging Ltd,GANGAFORGE,Iron & Steel,179.0798529,16.9,1627.998663,0
Gallantt Metal Ltd,GALLANTT,Iron & Steel,594.4661884,73.1,7.302127361,0
Geekay Wires Ltd,GEEKAYWIRE,Iron & Steel,94.22478,90.15,14.93261173,0
Godawari Power and Ispat Ltd,GPIL,Iron & Steel,4940.121829,350.5,7.738528509,0
Goodluck India Ltd,GOODLUCK,Iron & Steel,744.819,286.4,24.78599002,0
Indian Metals and Ferro Alloys Ltd,IMFA,Iron & Steel,2199.708902,815.4,13.20749866,0
Impex Ferro Tech Ltd,IMPEXFERRO,Iron & Steel,10.55179248,1.2,-1.204542521,0
ISMT Ltd,ISMTLTD,Iron & Steel,475.3969878,32.45,-1.387979877,0
Jai Balaji Industries Ltd,JAIBALAJI,Iron & Steel,582.0730072,52.7,-7.678050484,0
Kamdhenu Ltd,KAMDHENU,Iron & Steel,610.89714,226.8,40.51042042,0
Jindal Stainless Ltd,JSL,Iron & Steel,9669.434583,191.75,23.06474867,0
JSW Steel Ltd,JSWSTEEL,Iron & Steel,161146.5565,669.15,20.3699351,0
Jindal Stainless (Hisar) Ltd,JSLHISAR,Iron & Steel,7953.358231,337.1,11.46396966,0
Jayaswal Neco Industries Ltd,JAYNECOIND,Iron & Steel,2990.674592,30.8,-5.356943812,0
Jindal Steel And Power Ltd,JINDALSTEL,Iron & Steel,42568.27629,417.3,10.60970946,0
Kalyani Forge Ltd,KALYANIFRG,Iron & Steel,73.01466,200.7,-41.25122034,0
Kridhan Infra Ltd,KRIDHANINF,Iron & Steel,43.5984343,4.6,-1.956841755,0
KIOCL Ltd,KIOCL,Iron & Steel,15920.03996,261.95,52.85888824,0
Kirloskar Ferrous Industries Ltd,KIRLFER,Iron & Steel,3258.697489,235.3,10.78646019,0
Kritika Wires Ltd,KRITIKA,Iron & Steel,56.8064,32,67.62666667,0
Kalyani Steels Ltd,KSL,Iron & Steel,1608.833526,368.55,8.454640424,0
Manaksia Steels Ltd,MANAKSTEEL,Iron & Steel,195.9468095,29.9,7.380294143,0
Maithan Alloys Ltd,MAITHANALL,Iron & Steel,3073.888565,1055.9,13.31610018,0
Mahamaya Steel Industries Ltd,MAHASTEEL,Iron & Steel,129.167148,87.45,146.78085,0
Mukand Ltd,MUKANDLTD,Iron & Steel,1865.143307,131.9,-9.152729937,0
Metkore Alloys & Industries Ltd,METKORE,Iron & Steel,4.577720875,0.65,-0.241695928,0
MM Forgings Ltd,MMFL,Iron & Steel,2054.744192,851.15,43.9893854,0
MSP Steel & Power Ltd,MSPL,Iron & Steel,348.800575,9.05,71.32936094,0
National Steel and Agro Industries Ltd,NATNLSTEEL,Iron & Steel,28.035,6.3,-0.12328496,0
Nelcast Ltd,NELCAST,Iron & Steel,741.68523,85.25,82.04482633,0
OCL Iron and Steel Ltd,OISL,Iron & Steel,26.88231781,1.85,-0.088802583,0
Pennar Industries Ltd,PENIND,Iron & Steel,390.9461353,27.5,153.9158013,0
Prakash Industries Ltd,PRAKASH,Iron & Steel,1169.404409,65.3,12.26690872,0
Ramsarup Industries Ltd,RAMSARUP,Iron & Steel,4.5602024,1.3,-0.081929616,0
Rajratan Global Wire Ltd,RAJRATAN,Iron & Steel,2411.419416,2374.8,45.38715257,0
Steel Authority of India Ltd,SAIL,Iron & Steel,47542.34608,115.1,11.46115143,0
Sathavahana Ispat Ltd,SATHAISPAT,Iron & Steel,18.5785,3.65,-0.056987516,0
Sanghvi Forging and Engineering Ltd,SANGHVIFOR,Iron & Steel,24.42331788,16.4,-4.582236,0
Salasar Techno Engineering Ltd,SALASAR,Iron & Steel,769.1186138,269.2,25.93991952,0
S A L Steel Ltd,SALSTEEL,Iron & Steel,73.071362,8.6,6.326524848,0
Sarda Energy & Minerals Ltd,SARDAEN,Iron & Steel,2968.834748,823.55,7.919215632,0
Shah Alloys Ltd,SHAHALLOYS,Iron & Steel,50.483727,25.5,-0.90472629,0
Shyam Century Ferrous Ltd,SHYAMCENT,Iron & Steel,271.0510478,12.2,96.45944762,0
Splendid Metal Products Ltd,SMPL,Iron & Steel,15.05054405,0.5,-0.349931273,0
Sujana Universal Industries Ltd,SUJANAUNI,Iron & Steel,5.06523216,0.3,-0.038378786,0
Sunflag Iron and Steel Co Ltd,SUNFLAG,Iron & Steel,1413.82157,78.45,10.0549148,0
Supreme Engineering Ltd,SUPREMEENG,Iron & Steel,50.73985,20.3,-17.19994915,0
Steel Exchange India Ltd,STEELXIND,Iron & Steel,645.6350274,73.3,4.612667196,0
Tata Steel Ltd,TATASTEEL,Iron & Steel,158331.4071,1315.95,21.13841877,0
Surya Roshni Ltd,SURYAROSNI,Iron & Steel,3239.520793,609.25,20.46314695,0
